CustomerID,Recency,Frequency,Monetary,cluster
000nan,1,1373,1716830.53,1
012346,326,1,77183.6,0
012747,2,11,4196.01,0
012748,1,209,33719.73,1
012749,4,5,4090.88,0
012820,3,4,942.34,0
012821,214,1,92.72,0
012822,71,2,948.88,0
012823,75,5,1759.5,0
012824,60,1,397.12,0
012826,3,7,1474.72,1
012827,6,3,430.15,0
012828,3,6,1018.71,0
012829,337,2,293.0,0
012830,38,6,6814.64,0
012831,262,1,215.05,0
012832,32,2,383.03000000000003,0
012833,145,1,417.38,0
012834,283,1,312.38,0
012836,59,4,2612.86,0
012837,173,1,134.1,0
012838,34,2,683.13,0
012839,3,14,5591.42,1
012840,144,4,2726.77,1
012841,5,25,4022.35,0
012842,70,2,1118.99,0
012843,66,8,1702.26,0
012844,29,2,325.96000000000004,0
012845,267,4,354.09000000000003,0
012847,22,1,871.54,0
012849,31,2,1050.89,0
012851,97,1,135.18,0
012852,295,1,311.55,0
012853,135,6,1957.1000000000001,0
012854,79,3,1324.5,0
012855,373,1,38.1,0
012856,8,6,2179.93,1
012857,211,2,1106.4,0
012863,52,1,521.2,0
012864,138,1,147.12,0
012867,26,7,4036.82,1
012868,186,6,1607.0600000000002,0
012871,84,2,380.64,0
012872,327,2,599.97,0
012873,282,1,374.0,0
012875,143,2,343.2300000000001,0
012877,4,12,1535.77,1
012878,236,2,854.99,0
012879,45,3,573.22,0
012881,276,1,298.0,0
012882,9,2,1463.04,0
012883,25,4,703.47,0
012884,88,1,309.05,0
012885,63,3,1175.22,0
012886,68,2,1378.4,0
012888,214,2,354.12,0
012890,24,1,380.46999999999997,0
012891,186,3,331.0,0
012893,31,1,188.14,0
012895,42,2,372.8,0
012897,205,2,216.5,0
012901,9,28,17654.54,0
012902,265,1,138.68,0
012904,18,2,509.58,0
012906,12,5,2919.81,0
012908,176,2,750.0,0
012909,40,5,2178.67,0
012910,23,8,3075.04,0
012912,3,5,1662.3,0
012913,5,5,2483.63,0
012915,149,2,363.65,0
012916,139,4,3006.15,0
012917,128,1,594.0,0
012919,8,6,1335.19,0
012920,17,1,164.23,0
012921,9,37,16587.09,1
012922,161,1,405.38,0
012923,64,1,176.97,0
012924,88,4,933.7,0
012925,5,2,694.05,0
012928,35,5,2062.7,1
012929,312,1,117.85,0
012930,78,2,415.8,0
012931,22,15,42055.96,0
012933,24,3,607.53,0
012935,2,7,2160.7,0
012936,17,4,1063.9,0
012937,15,4,1504.27,0
012938,26,1,114.14,0
012939,64,8,11581.8,0
012940,55,2,913.54,0
012942,131,3,683.9,0
012944,36,2,604.51,0
012945,288,1,462.95,0
012947,144,6,1603.99,0
012948,16,7,2064.95,0
012949,31,8,4167.22,0
012950,2,3,1843.0,1
012951,9,6,1064.07,0
012952,6,4,1387.79,0
012953,10,1,329.85,0
012955,1,11,4757.16,0
012956,306,1,108.07,0
012957,10,8,4017.54,0
012962,7,2,266.39,0
012963,8,8,1856.63,0
012965,89,1,771.91,0
012966,10,1,160.18,0
012967,358,2,1660.9,0
012968,112,1,135.95,0
012970,7,4,452.24,0
012971,4,86,11189.91,0
012974,198,1,144.8,0
012976,212,1,738.6,0
012977,156,1,39.239999999999995,0
012980,158,9,7374.900000000001,0
012981,30,2,372.21999999999997,0
012982,243,1,390.54,0
012984,19,1,97.5,0
012985,1,2,1239.38,0
012987,74,2,558.7,0
012988,292,1,535.32,0
012989,3,15,6924.11,0
012990,31,3,409.5,0
012991,23,2,503.76,0
012993,23,4,414.76,0
012994,4,3,974.42,0
012995,85,1,211.32,0
012997,22,4,1226.89,0
012999,196,3,455.88,0
013000,107,3,534.85,0
013001,4,13,9818.82,1
013002,318,1,120.95,0
013003,106,3,149.05,0
013004,12,18,5655.91,1
013005,174,2,513.7,0
013006,56,1,81.57,0
013008,323,1,229.47,0
013011,372,1,50.550000000000004,0
013012,9,8,1661.8400000000001,0
013013,1,13,4810.9400000000005,0
013014,11,10,3466.28,0
013015,53,5,3346.28,0
013016,73,3,789.89,0
013017,7,1,204.0,0
013018,16,28,7277.7,0
013021,4,9,2616.38,0
013023,64,2,689.9,0
013026,1,5,975.36,0
013027,114,6,6912.0,0
013028,23,2,661.3199999999999,1
013029,31,3,1247.5,0
013030,11,2,799.48,0
013032,52,2,1010.1800000000001,0
013033,357,1,190.55,0
013034,55,2,642.77,0
013035,74,2,921.88,0
013037,138,3,881.07,0
013038,80,3,908.46,0
013040,9,2,676.99,0
013043,273,1,516.42,0
013044,291,1,560.47,0
013045,99,1,305.28000000000003,0
013046,31,2,629.31,0
013047,32,10,3237.54,0
013048,14,4,1835.91,1
013049,64,2,656.6800000000001,0
013050,15,17,5836.86,0
013052,212,1,348.15000000000003,0
013055,78,3,1214.41,0
013058,25,3,271.40000000000003,0
013059,250,1,183.4,0
013060,254,1,307.53000000000003,0
013061,72,1,248.61,0
013062,191,1,346.98,0
013064,13,4,1119.49,0
013065,373,1,205.86,0
013066,24,2,470.8,0
013067,82,1,115.46000000000001,0
013068,10,2,344.0,0
013069,1,24,4436.12,1
013070,192,1,228.8,1
013072,267,1,177.15,0
013075,130,1,919.61,0
013077,1,4,729.27,0
013078,3,26,12627.94,0
013079,4,5,220.10000000000002,0
013080,179,1,58.08,0
013081,12,11,28337.38,1
013082,126,9,3613.63,0
013083,4,2,303.75,0
013085,158,2,416.08,0
013089,3,97,58825.83,1
013090,9,14,8910.82,0
013091,28,1,345.82,0
013092,71,5,477.83,0
013093,276,8,7832.47,0
013094,21,12,1927.3200000000002,0
013095,71,1,74.39999999999999,0
013097,33,10,6010.42,0
013098,1,28,28882.44,1
013099,99,1,207.36,0
013101,234,1,101.19,0
013102,1,24,6424.09,0
013103,40,1,243.94,0
013104,3,6,1098.48,0
013106,133,1,76.5,0
013107,44,4,1531.6200000000001,0
013108,373,1,350.06,0
013109,60,2,786.54,0
013110,31,7,1488.67,0
013113,1,24,12245.960000000001,1
013115,12,4,2294.78,0
013116,138,1,501.14,0
013117,22,8,984.91,0
013118,20,5,1197.81,0
013120,239,1,30.6,0
013121,269,1,283.73,0
013122,94,2,922.39,0
013124,90,3,3866.33,0
013126,5,8,2099.64,0
013127,78,1,259.17,0
013130,94,1,64.0,0
013131,23,3,1073.3,0
013132,262,1,77.3,0
013133,274,2,109.8,0
013134,86,4,1793.58,0
013135,197,1,3096.0,0
013136,56,5,2607.61,1
013137,11,8,3650.41,1
013138,22,6,962.39,0
013139,16,7,5064.9400000000005,1
013140,108,3,423.72,0
013141,85,5,2388.75,1
013142,19,1,307.09000000000003,0
013144,333,1,110.95,0
013145,40,4,618.52,0
013146,26,1,228.91,0
013147,10,4,712.8,0
013148,29,12,3707.12,0
013149,14,4,1676.06,0
013151,296,1,1257.8700000000001,0
013153,6,1,486.22,0
013155,33,4,971.76,0
013157,49,4,1741.22,0
013158,95,4,1201.06,0
013159,9,4,1437.85,0
013160,22,1,91.8,0
013161,313,1,112.75,0
013162,122,4,1688.29,1
013165,46,2,1021.48,0
013166,283,1,417.2,0
013167,19,4,791.33,0
013168,36,4,1319.19,0
013169,64,2,712.88,0
013170,27,1,116.00999999999999,0
013171,22,3,468.41,0
013173,4,2,353.65000000000003,0
013174,16,3,2817.03,0
013176,46,1,492.84,0
013177,65,1,282.45,0
013178,26,11,5725.47,1
013182,45,1,121.18,0
013183,8,9,3957.78,0
013184,15,10,1701.29,0
013185,268,1,71.4,0
013186,40,3,1575.89,0
013187,337,1,236.02,0
013188,11,1,114.6,0
013189,19,2,260.68,0
013192,95,2,911.94,0
013193,61,1,117.88,0
013194,136,1,60.7,0
013196,11,4,1797.78,0
013198,10,6,3401.2400000000002,1
013199,4,38,9817.12,0
013200,19,4,870.09,0
013203,10,4,869.46,0
013207,15,2,250.26000000000002,0
013208,59,6,1223.9,0
013209,30,8,5891.61,1
013210,94,1,353.48,0
013211,10,3,1197.42,0
013212,20,3,788.08,0
013213,57,5,1520.58,0
013216,268,1,333.74,0
013217,122,3,533.98,0
013218,127,1,62.64,0
013220,78,4,819.2900000000001,0
013221,240,2,847.41,0
013223,200,2,163.2,0
013224,60,2,2155.95,1
013225,3,7,6463.84,0
013226,273,1,108.21000000000001,0
013227,202,1,257.7,0
013228,81,1,358.0,0
013229,226,1,160.95,0
013230,4,14,2806.97,1
013232,13,7,1357.6,0
013233,74,2,605.12,0
013235,212,1,1031.07,0
013236,24,2,744.85,0
013238,17,4,700.73,1
013239,262,1,329.56,0
013240,96,4,663.65,0
013242,112,3,270.40000000000003,0
013243,203,1,600.07,0
013244,93,1,121.74000000000001,0
013245,51,1,430.5,0
013246,18,6,1987.3,1
013247,18,4,501.12,0
013248,125,2,465.68,0
013249,92,3,711.41,0
013253,157,2,1030.4,0
013255,9,2,399.51,0
013258,12,3,698.5799999999999,0
013259,62,1,292.32,0
013260,61,1,557.62,0
013261,269,2,944.1,0
013262,263,1,200.29,0
013263,1,35,7454.07,1
013265,53,5,2107.66,0
013266,11,12,3834.2599999999998,0
013267,3,19,4521.49,0
013268,18,11,3214.69,0
013269,1,15,5346.2300000000005,0
013270,366,1,590.0,0
013271,37,1,217.38,0
013272,31,2,276.56,0
013273,113,1,138.98,0
013276,64,2,590.9300000000001,0
013277,16,4,258.4,0
013278,41,1,542.73,0
013279,78,1,137.75,0
013280,122,3,814.86,0
013282,18,3,1132.14,0
013283,60,2,93.66,0
013284,331,1,201.19,0
013285,23,4,2709.12,1
013291,156,1,361.11,0
013292,39,2,578.94,0
013294,190,2,873.74,0
013295,360,1,201.20000000000002,0
013296,137,1,87.4,0
013297,8,4,2089.85,0
013298,1,1,360.0,0
013299,268,1,142.5,0
013300,169,1,371.89,0
013301,104,4,618.09,0
013302,155,1,63.75,0
013304,351,1,300.42,0
013305,4,10,2000.86,0
013307,120,1,15.0,0
013308,23,3,1385.51,0
013309,7,5,1456.79,1
013310,28,3,1132.03,0
013311,4,2,598.57,0
013313,22,5,1555.3200000000002,1
013314,2,3,775.94,0
013316,37,4,5977.73,0
013317,66,6,2273.68,0
013318,1,3,640.76,0
013319,5,26,10845.550000000001,1
013320,78,4,1548.7,1
013321,72,2,567.36,0
013322,17,1,199.48000000000002,0
013323,3,5,787.85,0
013324,36,10,7121.95,0
013325,82,1,675.3,0
013327,39,8,3627.77,0
013328,316,1,1308.48,0
013329,32,2,789.0,0
013330,93,3,1140.93,0
013332,14,1,350.90000000000003,0
013334,82,3,3536.82,1
013336,77,1,795.12,0
013338,158,1,487.02,0
013339,201,1,860.12,0
013340,45,7,10736.48,1
013341,261,1,775.85,0
013343,178,1,353.43,0
013344,68,3,2543.7200000000003,0
013345,288,1,389.5,0
013347,70,1,341.36,0
013348,64,1,233.76000000000002,0
013349,11,1,247.32,0
013350,16,2,979.12,0
013351,66,1,373.94,0
013352,60,1,397.98,0
013354,71,2,743.53,0
013355,122,1,674.7,1
013356,80,1,768.24,0
013357,257,1,609.95,0
013358,269,1,439.03000000000003,0
013359,64,1,439.56,0
013362,9,4,3090.7400000000002,0
013363,18,2,992.5,0
013364,71,1,134.96,0
013365,34,2,2225.37,0
013366,50,1,56.16,0
013368,257,2,623.4,0
013369,366,1,308.28000000000003,0
013370,372,1,754.87,0
013372,90,1,378.64,0
013373,61,3,3312.25,0
013375,89,1,778.65,0
013376,99,3,1019.76,0
013379,26,3,572.56,0
013381,32,6,3639.31,0
013382,281,1,222.99,0
013384,31,7,4151.93,0
013385,330,1,534.57,0
013388,131,2,677.1,0
013389,11,3,797.96,0
013390,75,1,544.08,0
013391,204,1,59.8,0
013394,2,8,2520.02,0
013395,185,1,307.72,0
013396,29,2,1360.99,0
013397,73,5,1544.13,0
013398,192,1,457.34000000000003,0
013402,127,2,621.23,0
013403,18,1,75.0,0
013404,1,2,252.49,0
013405,74,3,572.451,0
013408,2,62,28117.04,1
013410,24,5,1003.06,0
013411,107,1,213.55,0
013414,134,3,1390.5,0
013416,44,2,712.5,0
013417,5,2,640.83,0
013418,12,18,6127.43,0
013419,64,1,221.06,0
013420,150,2,159.85,0
013421,40,2,1851.08,0
013422,64,1,2626.3,0
013425,108,3,1624.21,1
013426,1,10,3641.32,0
013427,19,3,582.6,0
013428,10,1,218.47,0
013429,11,4,1006.8,1
013430,19,2,679.45,0
013431,67,2,1269.1,0
013434,74,2,534.24,0
013435,5,7,3809.89,0
013436,2,1,196.89,0
013437,14,7,3408.06,0
013439,255,1,283.71,0
013441,92,1,296.64,0
013447,23,3,1129.14,0
013448,17,6,3539.3700000000003,0
013449,24,1,291.88,0
013450,27,6,2043.72,0
013451,26,5,2976.15,1
013452,259,2,590.0,0
013453,166,2,356.98,0
013455,25,2,1058.34,0
013456,18,6,1766.72,0
013458,7,14,9646.57,1
013460,29,2,183.44,0
013461,39,3,1445.0,1
013462,253,1,151.5,0
013464,58,1,674.68,0
013466,184,1,307.90000000000003,0
013467,11,2,1083.71,0
013468,2,37,5704.97,0
013470,99,2,165.0,0
013471,1,4,2531.58,0
013473,61,2,422.64,0
013474,236,1,229.59,0
013475,191,4,1431.78,0
013476,179,2,1238.47,0
013477,38,6,1454.58,0
013479,201,2,300.95,0
013481,46,5,1804.56,1
013482,232,1,184.64000000000001,0
013483,66,1,140.34,0
013484,241,1,313.8,0
013485,233,1,454.24,0
013486,78,3,1122.41,0
013487,58,3,575.4,0
013488,17,13,8968.31,1
013489,105,4,449.52,0
013491,52,10,1215.82,0
013494,312,1,316.26000000000005,0
013495,8,5,2044.8700000000001,0
013496,11,2,653.33,0
013497,283,2,348.05,0
013499,18,5,1159.1100000000001,0
013500,23,3,1166.77,0
013502,17,3,292.0,0
013503,71,1,216.85,0
013504,64,1,295.93,0
013506,316,2,458.52,0
013507,3,4,2479.16,0
013508,244,1,110.97,0
013509,9,7,979.72,0
013510,1,4,1791.56,1
013512,261,1,251.21,0
013513,127,1,205.1,0
013514,74,1,152.20000000000002,0
013515,73,4,891.12,0
013516,21,3,1389.41,0
013517,60,3,2128.42,0
013518,86,1,659.44,0
013519,78,1,122.75,0
013521,1,3,1093.65,0
013522,30,1,125.80000000000001,0
013523,33,5,3964.88,0
013524,41,5,680.1800000000001,0
013525,15,2,628.78,0
013527,34,7,2287.51,0
013529,79,2,307.76,0
013531,205,2,483.8,0
013532,34,1,210.31,0
013533,183,3,270.79,0
013534,2,25,5870.08,1
013536,1,7,3448.29,0
013538,43,7,1280.85,0
013539,86,3,631.34,0
013544,40,2,291.41,0
013546,12,3,626.99,0
013548,96,2,682.41,0
013549,26,7,918.2,0
013551,319,1,91.80000000000001,0
013552,66,12,3740.07,0
013555,74,4,4149.28,0
013557,28,2,584.0600000000001,0
013558,6,4,605.06,0
013560,7,1,174.37,0
013561,216,1,141.85999999999999,0
013562,82,3,1799.3300000000002,0
013563,84,2,777.53,0
013564,144,3,1749.02,0
013565,19,2,240.22,0
013566,41,2,874.71,0
013568,173,1,192.85,0
013569,17,2,373.75,1
013570,243,1,239.49,0
013571,13,12,2092.32,1
013572,206,1,1384.25,0
013573,50,2,294.40000000000003,0
013575,23,5,732.07,0
013576,10,18,6717.34,0
013577,25,4,1687.6000000000001,1
013579,15,2,467.04,0
013581,309,1,118.0,0
013583,156,1,781.03,0
013584,307,1,142.4,0
013587,64,1,712.4,0
013588,16,9,2478.95,0
013589,15,2,379.65,0
013590,11,6,1981.92,1
013591,65,3,1117.13,0
013592,36,4,247.95999999999998,0
013593,108,5,2037.0800000000002,0
013594,53,1,396.97,0
013596,6,2,697.04,0
013598,47,1,180.17000000000002,0
013599,1,21,5153.67,1
013600,312,1,219.52,0
013601,45,2,693.32,0
013602,65,1,428.89,0
013603,26,1,164.34,0
013606,29,3,280.54,0
013607,40,1,678.01,0
013610,12,7,1131.88,0
013611,89,3,1171.8,0
013614,24,4,1610.46,0
013615,319,1,417.69,0
013617,40,3,544.18,0
013618,174,1,177.34,0
013621,117,1,213.85,0
013623,31,5,747.78,0
013626,253,1,257.23,0
013627,59,5,1638.47,0
013629,23,11,7792.36,0
013630,5,7,2031.78,0
013631,100,11,3070.42,0
013632,25,5,2121.27,0
013634,33,5,1575.16,1
013635,68,1,1071.03,0
013636,37,5,949.12,1
013637,52,3,810.5,0
013638,16,1,122.64,0
013639,74,1,1033.34,0
013642,216,1,354.8,0
013643,31,3,519.44,1
013644,16,4,2624.26,0
013645,120,1,252.1,0
013647,10,4,1678.1200000000001,1
013649,257,2,346.6,0
013650,17,6,1836.3400000000001,0
013651,35,2,94.2,0
013652,46,3,1095.08,0
013654,43,6,2707.33,0
013655,114,2,932.97,0
013656,165,2,379.65,1
013657,11,2,382.14,0
013658,10,5,2639.17,0
013659,206,2,1573.2,0
013662,86,3,897.76,0
013663,179,1,189.47,0
013666,60,3,84.65,0
013667,149,1,305.02,0
013668,3,21,6363.59,1
013669,51,2,218.55,0
013670,75,1,349.7,0
013672,301,2,186.39000000000001,0
013673,19,2,396.92,0
013675,151,2,486.82000000000005,0
013678,152,1,232.6,0
013680,1,4,3722.42,1
013681,18,4,827.83,0
013682,187,1,59.5,0
013684,286,1,67.23,0
013685,3,7,3119.44,0
013686,183,1,72.0,0
013689,63,1,910.0,0
013690,59,1,172.25,0
013692,25,3,1488.32,0
013694,4,50,65039.62,1
013695,31,15,2504.13,0
013697,39,1,151.3,0
013699,155,1,308.58000000000004,0
013700,26,10,2265.12,0
013703,318,1,99.5,0
013704,5,9,2308.06,0
013705,8,3,711.86,0
013706,303,1,330.79,0
013707,267,2,806.41,0
013708,271,1,296.88,0
013709,4,13,6328.05,0
013710,32,1,180.48,0
013711,219,2,252.06,0
013712,247,1,228.84,0
013715,281,5,1079.34,1
013716,269,1,138.28,0
013717,32,6,1445.01,0
013718,246,2,306.55,0
013719,15,5,1041.68,0
013720,117,4,799.9,0
013721,36,1,524.14,0
013722,132,3,2375.41,0
013723,217,1,199.85000000000002,0
013725,50,8,1980.56,0
013726,39,2,1079.66,0
013727,29,2,333.48,0
013728,37,6,1016.14,0
013730,136,2,752.6,0
013731,219,2,610.59,0
013732,28,1,491.86,0
013735,25,4,2885.2400000000002,0
013736,5,2,731.9,1
013737,200,1,339.6,0
013739,18,1,216.9,0
013740,241,1,350.75,0
013741,72,3,668.4300000000001,0
013742,17,12,3131.02,0
013743,3,7,1341.6,0
013744,95,2,1156.36,0
013745,162,1,300.04,0
013747,374,1,79.6,0
013748,96,5,948.25,0
013750,54,5,1647.26,0
013751,288,1,296.25,0
013752,124,6,1186.28,0
013753,288,1,741.26,0
013754,152,2,282.6,0
013755,4,9,2161.35,0
013756,2,14,5189.52,0
013758,12,7,3190.55,0
013759,33,2,659.4100000000001,0
013760,54,2,286.79,0
013761,50,2,1070.65,0
013762,219,1,306.72,0
013763,63,1,1714.96,0
013764,71,3,1521.76,1
013767,2,37,17220.36,0
013769,2,10,2796.51,0
013771,64,4,2634.45,0
013772,34,3,1132.13,1
013774,82,1,345.0,0
013777,1,33,25977.16,0
013778,103,1,178.7,0
013780,7,2,360.01,0
013781,251,1,127.84,0
013782,13,6,912.0,0
013784,10,11,2462.79,0
013786,367,1,230.4,0
013787,76,2,309.04,0
013790,4,1,348.79999999999995,0
013791,128,2,1516.0,0
013792,66,2,195.55,0
013798,1,57,37153.85,1
013799,117,2,688.86,0
013800,310,1,558.32,0
013801,67,1,324.8,0
013802,139,3,4599.42,0
013803,255,1,277.07,0
013804,31,7,2635.79,0
013805,52,2,924.5999999999999,0
013806,64,1,256.38,0
013807,367,1,112.6,0
013808,6,5,1747.66,0
013819,302,3,1140.35,1
013821,145,2,385.64,1
013822,6,2,632.0,0
013823,19,2,957.66,0
013824,33,5,1698.94,0
013826,176,1,189.5,0
013827,58,3,412.05,0
013828,22,1,209.49,0
013831,16,6,2202.99,0
013832,19,1,52.2,0
013833,159,1,384.8,0
013835,25,4,834.57,0
013837,212,2,271.24,0
013838,6,4,691.73,0
013841,253,1,85.0,0
013842,59,9,3385.62,0
013844,11,1,361.62,0
013845,65,1,312.98,0
013846,25,3,865.0600000000001,0
013848,92,3,1255.0,0
013849,52,2,1537.95,0
013850,129,1,1595.48,1
013851,96,3,2651.46,0
013853,57,1,1090.1399999999999,0
013854,9,25,8109.5199999999995,0
013856,169,3,388.5,0
013858,57,1,216.17000000000002,0
013859,326,1,201.16,0
013860,1,5,1245.9,0
013862,18,8,2209.36,0
013863,248,1,305.78,0
013865,58,4,501.56,0
013866,74,1,145.67,0
013867,31,3,1015.29,0
013868,7,2,3192.54,0
013869,123,4,3104.9500000000003,0
013870,2,8,2770.94,0
013871,23,13,6403.25,0
013873,120,3,389.6,0
013874,358,1,540.45,0
013875,54,5,1786.79,1
013876,64,1,122.7,0
013877,86,1,117.24,0
013878,55,1,1281.53,0
013880,21,13,3219.77,0
013881,3,20,17159.52,0
013882,3,5,1191.13,0
013883,11,5,2674.48,0
013884,7,5,787.6,0
013885,189,2,506.8,0
013886,71,1,243.56,0
013887,204,1,349.55,0
013888,120,2,605.63,0
013889,93,1,416.90000000000003,0
013890,1,10,1883.81,0
013892,27,4,632.97,0
013893,298,1,821.1,0
013894,24,3,564.62,0
013895,28,4,2593.07,0
013897,50,1,311.16,0
013898,326,1,155.93,0
013899,16,2,388.52,0
013900,183,3,740.95,0
013901,72,5,2867.2000000000003,0
013904,37,2,332.64,0
013908,80,4,2369.55,0
013911,57,9,2580.91,0
013914,12,2,626.45,0
013917,50,2,272.04,0
013918,50,2,1212.8400000000001,0
013922,352,1,172.25,0
013923,54,1,351.13,0
013924,2,6,1838.8500000000001,0
013925,93,4,678.25,0
013926,23,1,223.85000000000002,0
